question_id,session,tier,intent_expected,intent_actual,routing_pattern,agents_dispatched,routed_agent,orchestrator_used,ttfb_ms,first_progress_ms,total_ms,classification_latency_ms,used_llm_layer,execution_time_ms,intent_confidence,response_confidence,response_chars,session_id,request_id,error,answer_correct,suggestion_pills_relevant,notes
1.1,n1,T2,kpi_query,kpi_query,CLARIFICATION_NEEDED,explainer,explainer,True,3540.5,,3592.8,0.6577968597412109,False,3109.49,0.99,0.0,489,46d40f52-39ac-4b79-b3a4-1f1292059a00~010b3671-d5cf-4e0f-b4f1-f9f42705bad0,perf-shadow-1.1,,,,
1.2,n1,T2,kpi_query,kpi_query,CLARIFICATION_NEEDED,explainer,explainer,True,10617.3,,10670.7,0.728607177734375,False,10184.58,0.99,0.0,489,46d40f52-39ac-4b79-b3a4-1f1292059a00~010b3671-d5cf-4e0f-b4f1-f9f42705bad0,perf-shadow-1.2,,,,
1.3,n1,T2,kpi_query,kpi_query,CLARIFICATION_NEEDED,explainer,explainer,True,15721.4,,15767.0,0.6010532379150391,False,15252.04,0.98,0.0,489,46d40f52-39ac-4b79-b3a4-1f1292059a00~010b3671-d5cf-4e0f-b4f1-f9f42705bad0,perf-shadow-1.3,,,,
1.4,n1,T3,causal_analysis,causal_analysis,SINGLE_AGENT,causal_impact|explainer,causal_impact,True,32326.8,,32380.6,0.5993843078613281,False,31907.21,0.99,0.0,586,46d40f52-39ac-4b79-b3a4-1f1292059a00~010b3671-d5cf-4e0f-b4f1-f9f42705bad0,perf-shadow-1.4,,,,
1.5,n1,T3,causal_analysis,causal_analysis,CLARIFICATION_NEEDED,causal_impact|explainer,causal_impact,True,33159.6,,33204.5,0.6999969482421875,False,32694.82,0.99,0.0,586,46d40f52-39ac-4b79-b3a4-1f1292059a00~010b3671-d5cf-4e0f-b4f1-f9f42705bad0,perf-shadow-1.5,,,,
1.6,n1,T5,causal_analysis,causal_analysis,PARALLEL_DELEGATION,heterogeneous_optimizer|gap_analyzer,heterogeneous_optimizer,True,33958.2,,34009.2,0.7681846618652344,False,33569.65,0.84,0.0,918,46d40f52-39ac-4b79-b3a4-1f1292059a00~010b3671-d5cf-4e0f-b4f1-f9f42705bad0,perf-shadow-1.6,,,,
1.7,n1,T5,recommendation,recommendation,PARALLEL_DELEGATION,resource_optimizer,resource_optimizer,True,20794.7,,20830.3,0.8034706115722656,False,20342.62,0.97,0.0,660,46d40f52-39ac-4b79-b3a4-1f1292059a00~010b3671-d5cf-4e0f-b4f1-f9f42705bad0,perf-shadow-1.7,,,,
2.1,n2,T3,search,search,SINGLE_AGENT,cohort_profiler,cohort_profiler,True,34891.4,,34926.9,0.7312297821044922,False,34424.32,0.88,0.9,1624,46d40f52-39ac-4b79-b3a4-1f1292059a00~36094300-5c91-48a3-9d4c-60c15fcf47be,perf-shadow-2.1,,,,
2.2,n2,T2,kpi_query,kpi_query,CLARIFICATION_NEEDED,heterogeneous_optimizer|gap_analyzer,heterogeneous_optimizer,True,22849.1,,22895.9,0.5862712860107422,False,22448.0,0.98,0.0,918,46d40f52-39ac-4b79-b3a4-1f1292059a00~36094300-5c91-48a3-9d4c-60c15fcf47be,perf-shadow-2.2,,,,
2.3,n2,T2,kpi_query,kpi_query,CLARIFICATION_NEEDED,explainer,explainer,True,22269.0,,22312.4,0.9429454803466797,False,21834.8,0.98,0.0,489,46d40f52-39ac-4b79-b3a4-1f1292059a00~36094300-5c91-48a3-9d4c-60c15fcf47be,perf-shadow-2.3,,,,
